EDIZIONE,ID,REGIONE,TIPO.ORG,IMP.SOC,ONLUS,TEM.ATT,COL.T.PI,COL.T.PA,VOL.ECO,ARCHIVIS,AGRICOLT,ANTROPOL,APP.SOFT,ARCHEOLO,ARCHITET,ARTIPLAS,BENI.CUL,BIBLIOTE,CIBO,CINEMA,COMMERCI,COMMUNIT,CONCORSO,COWORKIN,CROWDFUN,DANZA,DESIGN,DIDATTIC,EDITORIA,ENOGASTR,EVENTI,FABBING,FESTIVAL,FILOSOFI,FORMAZIO,FOTOGRAF,FUNDRAIS,INFANZIA,INTEG.SO,LETTERAT,LINGUE.S,MODA,MUSICA,MUSEI,OPENDATA,PEDAGOGI,PERF.ART,PITTURA,PSICOLOG,RADIO,RESTAURO,RIV.CART,RIV.ONLI,SOCIALNE,SOCIOLOG,SPAZI.SP,SPAZI.ES,SPORT,TEATRO,VIDEO,WEB,TURISMO,ALTRO
cheFare 2 (2013/2014),43,Emilia Romagna,Associazione culturale,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,7,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),44,Emilia Romagna,S.r.l.,No,No,Da più di 1 anno a 3 anni,11 collaboratori o più,11 collaboratori o più,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Presente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),45,Campania,Associazione culturale,No,No,Da più di 5 anni a 10 anni,2,6,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),46,Toscana,Associazione culturale,No,No,Da più di 10 anni a 20 anni,11 collaboratori o più,11 collaboratori o più,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),47,Lombardia,S.r.l.,No,No,Da 6 mesi a 1 anno,5,2,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),48,Emilia Romagna,Associazione culturale,No,No,Meno di 6 mesi,4,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),49,Campania,Consorzio,No,No,Da più di 3 anni a 5 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 0 a 20.000€,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),50,Lazio,Società cooperativa,No,Sì,Più di 20 anni,5,9,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),51,Emilia Romagna,Associazione culturale,No,No,Da più di 1 anno a 3 anni,2,2,Da 0 a 20.000€,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Non applicabile
cheFare 2 (2013/2014),52,Lombardia,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Da più di 3 anni a 5 anni,5,10,Da 0 a 20.000€,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),53,Lombardia,Altro tipo di organizzazione,No,No,Più di 20 anni,2,1,Da 50.001 a 100.000€,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),54,Lombardia,Comitato,No,No,Meno di 6 mesi,2,1,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),55,Toscana,Associazione culturale,No,No,Da più di 3 anni a 5 anni,2,Nessun collaboratore/dipendente a tempo parziale,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 2 (2013/2014),56,Piemonte e Valle d'Aosta,Associazione,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),57,Campania,Associazione,No,No,Si costituisce ex novo per il bando,8,8,Non ha un bilancio perché attivo da meno di un anno,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Assente,Presente,Presente,Presente,Presente,Non applicabile
cheFare 2 (2013/2014),58,Toscana,Associazione culturale,No,Sì,Da più di 10 anni a 20 anni,Non rilevabile,Non rilevabile,Da 0 a 20.000€,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),59,Piemonte e Valle d'Aosta,Associazione,No,Sì,Più di 20 anni,1,11 collaboratori o più,Da 500.001 a 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),60,Lazio,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Meno di 6 mesi,1,3,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),61,Sicilia,Associazione,No,No,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),62,Campania,S.r.l.,No,No,Da più di 10 anni a 20 anni,4,2,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),63,Sicilia,società cooperativa a r.l.,Sì,Sì,Da più di 10 anni a 20 anni,10,6,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),64,Lombardia,S.r.l.,No,No,Da più di 5 anni a 10 anni,3,9,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),65,Lazio,S.r.l.,No,No,Da più di 3 anni a 5 anni,2,3,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),66,Non rilevabile,S.s.r.l.,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),67,Toscana,S.n.c.,No,No,Da più di 1 anno a 3 anni,5,2,Da 100.001 a 500.000€,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),68,Sicilia,Associazione,No,No,Da 6 mesi a 1 anno,5,10,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),69,Lazio,Associazione culturale,No,No,Da 6 mesi a 1 anno,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),70,Puglia,S.a.s.,Sì,Sì,Meno di 6 mesi,2,Nessun collaboratore/dipendente a tempo parziale,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),71,Umbria,Associazione,No,No,Da più di 1 anno a 3 anni,5,10,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 2 (2013/2014),72,Campania,Altro tipo di organizzazione,No,No,Da più di 1 anno a 3 anni,5,5,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),73,Lombardia,Associazione,No,Sì,Più di 20 anni,Nessun collaboratore/dipendente a tempo pieno,4,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),74,Abruzzo e Molise,Associazione culturale,No,Sì,Da più di 3 anni a 5 anni,4,11 collaboratori o più,Da 20.001 a 50.000€,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Non applicabile
