ID,BANDO,PROV,DATA.CRE,FORMA.GIU,ART.B.CU,FILANTRO,INN.CULT,POL.SOC,RIC.ISTR,APP.SOFT,ARCH.BIB,ARCHITET,ARTI.VIS,ARTIGIAN,AUDIOVIS,COMMUNIT,CONCORSO,DESIGN,DID.FORM,EDITORIA,ENOGASTR,EVENTI,FESTIVAL,INT.SOC,PATRIMON,SOC.NET,SPAZI,SPETTAC,SPORT,TURISMO,WEB,ALTRO,AREA.TER,RIL.TER,TARGET,T.GIOVAN,T.ADULTI,T.ANZIAN,T.SETT,T.DONNE,T.MIGRAN,T.DV.AB,T.ALTRO,FIN.PREC,FIN.PR.E,E.RICAVI,E.C.AMM,E.C.PRIV,E.COFIN,E.SPAOLO,E.ALTRO,U.HR,U.SERVIZ,U.BENI,U.ALTRO,E.U.TOT
72,Open 2016,Altra provincia italiana,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Nazionale,Generico, , , , , , , , ,No, ,11.5,0,6.6,0,82,0,57.4,14.8,15.6,12.3,€ 60.000-69.999
73,Open 2016,Altra provincia italiana,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Nazionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,3.8,9.6,9.6,0,76.9,0,28.8,65,3.8,2.3,€ 50.000-59.999
74,Open 2016,Asti,2015 e oltre,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, ,Regionale o interregionale,Nazionale,Generico, , , , , , , , ,No, ,0,0,0,15.1,84.9,0,65,30.5,2.8,1.7,€ 40.000-49.999
75,Open 2016,Genova,2010-2014,Ente locale,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,0,10.6,89.4,0,28.7,62.8,5.3,3.2,€ 40.000-49.999
76,Open 2016,Torino,Prima del 2000,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Regionale o interregionale,Nazionale,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,5.5,0,4.5,0,90,0,52,29.8,9.1,9.1,€ 50.000-59.999
77,Open 2016,Torino,2000-2004,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,No, ,0,0,30,36.7,33.3,0,20,80,0,0,€ 70.000 e oltre
78,Open 2016,Alessandria,Prima del 2000,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,10,90,0,72.7,23.6,0,3.7,€ 40.000-49.999
79,Open 2016,Genova,Prima del 2000,Fondazione,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Nazionale,Generico, , , , , , , , ,No, ,0,19,0,9.5,71.4,0,42.9,47.6,9.5,0,€ 20.000-29.999
80,Open 2016,Torino,2000-2004,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,0,10.1,89.9,0,54.2,18.7,21.1,6,€ 30.000-39.999
81,Open 2016,Altra provincia italiana,2015 e oltre,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Regionale o interregionale,Generico, , , , , , , , ,No, ,2.2,0,3.6,4.3,89.9,0,38.1,38.7,23.2,0,€ 50.000-59.999
82,Open 2016,Genova,2005-2009,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,Sì,€ 70.000 e oltre,0,0,0,16.7,83.3,0,43.3,8.3,21.7,26.7,€ 60.000-69.999
83,Open 2016,Torino,2015 e oltre,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Assente,Assente,Assente,Assente,Assente,Presente,Assente, ,Sì,€ 70.000 e oltre,0,0,0,0,90,10,65,30,5,0,Fino a € 20.000
84,Open 2016,Torino,2000-2004,Fondazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,31.9,0,0,10,58.1,0,27.9,69.8,2.3,0,€ 40.000-49.999
85,Open 2016,Novara,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,5.1,11.7,30.5,0,52.7,0,51.4,28.1,0,20.6,€ 70.000 e oltre
86,Open 2016,Genova,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,No, ,21.3,0,0,0,78.7,0,68.5,31.5,0,0,€ 60.000-69.999
87,Open 2016,Genova,Prima del 2000,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Regionale o interregionale,Specifico,Assente,Assente,Assente,Assente,Assente,Presente,Assente, ,No, ,0,0,0,10,90,0,50.8,49.2,0,0,€ 30.000-39.999
88,Open 2016,Altra provincia italiana,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,No, ,0,0,0,13.4,86.6,0,59.7,25.4,14.9,0,€ 30.000-39.999
89,Open 2016,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Internazionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,2.9,0,3.9,4.3,89,0,46.4,27,26.6,0,€ 50.000-59.999
90,Open 2016,Altra provincia italiana,2015 e oltre,Impresa sociale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,10,0,40,0,50,0,53.2,26.1,0,20.7,€ 70.000 e oltre
91,Open 2016,Cuneo,2015 e oltre,Impresa sociale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Regionale o interregionale,Generico, , , , , , , , ,No, ,15.2,0,38,8.8,38,0,15.2,62,22.8,0,€ 70.000 e oltre
92,Open 2016,Cuneo,2005-2009,Fondazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,7.8,0,3.9,88.2,0,0,84.3,7.8,7.8,€ 50.000-59.999
93,Open 2016,Altra provincia italiana,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Regionale o interregionale,Nazionale,Specifico,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,No, ,2.9,0,3.6,9.6,83.9,0,27.6,52.8,19.7,0,€ 40.000-49.999
94,Open 2016,Torino,2015 e oltre,Cooperativa,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Nazionale,Regionale o interregionale,Generico, , , , , , , , ,No, ,14.1,9.4,17.6,11.8,47.1,0,71.8,23.5,4.7,0,€ 70.000 e oltre
95,Open 2016,Altra provincia italiana,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Nazionale,Nazionale,Generico, , , , , , , , ,Sì,€ 40.000-49.999,35.8,2.5,23.9,0,25.2,12.6,46.9,40,12.1,1,€ 70.000 e oltre
96,Open 2016,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,8.6,0,1.5,0,90,0,79.6,19.2,1.3,0,€ 50.000-59.999
97,Open 2016,Torino,2005-2009,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,10,90,0,68.5,16,3.9,11.5,€ 40.000-49.999
98,Open 2016,Torino,2000-2004,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Regionale o interregionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,18.8,0,12.5,68.8,0,71.4,22.4,6.2,0,€ 30.000-39.999
99,Open 2016,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Nazionale,Nazionale,Generico, , , , , , , , ,No, ,23,0,23,1.1,53,0,62.1,26.7,2.3,8.9,€ 20.000-29.999
100,Open 2016,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,No, ,6.2,17.8,7.1,0,68.9,0,56.4,34.4,1.1,8.2,€ 50.000-59.999
101,Open 2016,Torino,2010-2014,Cooperativa,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Presente, ,No, ,0,0,0,10.1,89.9,0,39,58.4,2.6,0,€ 30.000-39.999
102,Open 2016,Torino,2010-2014,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Regionale o interregionale,Generico, , , , , , , , ,No, ,10,20,5.7,0,64.3,0,42.9,17.1,28.6,11.4,€ 70.000 e oltre
103,Open 2016,Genova,2015 e oltre,Altro,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,No, ,0,0,0,10,90,0,6.6,93.4,0,0,€ 50.000-59.999
104,Open 2016,Genova,2015 e oltre,"Istruzione, università e ricerca",Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Regionale o interregionale,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,9.1,90.9,0,76,19.4,0,4.6,€ 40.000-49.999
105,Open 2016,Genova,2005-2009,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,0,88.2,11.8,72.6,4.1,9.1,14.1,€ 30.000-39.999
106,Open 2016,Alessandria,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Nazionale,Nazionale,Generico, , , , , , , , ,No, ,0,30.3,0,0,69.7,0,34.8,65.2,0,0,€ 60.000-69.999
107,Open 2016,Genova,2015 e oltre,"Istruzione, università e ricerca",Assente,Assente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Nazionale,Nazionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,9.1,0,0,90.9,0,0,100,0,0,Fino a € 20.000
108,Open 2016,Torino,2015 e oltre,Associazione,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,9.6,6.4,0,0,84,0,80.2,8.3,0,11.5,€ 30.000-39.999
109,Open 2016,Torino,2005-2009,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Regionale o interregionale,Generico, , , , , , , , ,No, ,0,0,0,0,90,10,6.2,83.3,10.5,0,€ 40.000-49.999
110,Open 2016,Torino,2000-2004,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,0,11.1,88.9,0,0,80,5.6,14.4,€ 40.000-49.999
111,Open 2016,Torino,2015 e oltre,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Regionale o interregionale,Generico, , , , , , , , ,No, ,0,0,0,11.8,88.2,0,0,100,0,0,€ 30.000-39.999
112,Open 2016,Torino,Prima del 2000,Associazione,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,8.4,3.6,9.6,10,60.2,8.1,67.4,1.2,26.3,5.1,€ 70.000 e oltre
113,Open 2016,Torino,2005-2009,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Regionale o interregionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,10,0,0,0,90,0,90,5,0,5,Fino a € 20.000
114,Open 2016,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Regionale o interregionale,Regionale o interregionale,Specifico,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,No, ,0,0,3.4,10.3,86.2,0,57.5,39.1,3.4,0,€ 40.000-49.999
115,Open 2016,Torino,2005-2009,Fondazione,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,0,10,90,0,55.3,36.2,0,8.5,€ 20.000-29.999
116,Open 2016,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Presente,Assente,Assente,Assente,Assente, ,No, ,0,0,10,0,90,0,40,40,20,0,€ 50.000-59.999
117,Open 2016,Cuneo,2010-2014,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Regionale o interregionale,Entrambi,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Sì,€ 50.000-59.999,0,0,0,4.2,83.3,12.5,71.7,11.7,13.3,3.3,€ 60.000-69.999
118,Open 2016,Torino,Prima del 2000,Associazione,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,10,90,0,62,22,16,0,€ 50.000-59.999
